rep,delta_target,w_B,rho,c_A,c_B,n_A,n_B,n_pos_mix,n_s_mix,auc_mix,auc_A,auc_B,bayes_A,bayes_B,delta_realized,gain,cx_min,cx_max,cx_ratio,comp_q1,comp_q5,comp_gap,sweep
1,0.05,0.631578947368421,0.4,0.99,0.458,197,259,456,309,0.7991887846825546,0.897955946337926,0.7604723968360332,0.9080000000013018,0.8580000000008184,0.1374835495018928,0.09876716165537136,0.5739130434782609,0.7574468085106383,1.3197936814958091,0.26666666666666666,0.6042553191489362,0.3375886524822695,delta_x_rho
2,0.05,0.631578947368421,0.4,0.99,0.458,209,282,491,329,0.8177053352953365,0.8747390755328013,0.7742048016323577,0.9079999999991359,0.8579999999997137,0.10053427390044356,0.05703374023746477,0.5735294117647058,0.9090909090909091,1.5850815850815851,0.2727272727272727,0.5118110236220472,0.23908375089477452,delta_x_rho
3,0.05,0.631578947368421,0.4,0.99,0.458,189,265,454,303,0.8223812094432633,0.8927206311547948,0.7830014941450364,0.907999999999561,0.8579999999996748,0.10971913700975844,0.07033942171153151,0.41379310344827586,0.8181818181818182,1.9772727272727275,0.09090909090909091,0.5510204081632653,0.4601113172541743,delta_x_rho
4,0.05,0.631578947368421,0.4,0.99,0.458,198,279,477,327,0.7932967526633296,0.8905152462544156,0.7843699031028996,0.9080000000001648,0.8579999999996079,0.10614534315151603,0.09721849359108603,0.3888888888888889,0.7478991596638656,1.9231692677070829,0.1111111111111111,0.5546218487394958,0.4435107376283847,delta_x_rho
5,0.05,0.631578947368421,0.4,0.99,0.458,203,276,479,331,0.8136471325817107,0.8945054266574347,0.7316510069814699,0.90799999999946,0.8580000000009134,0.1628544196759648,0.08085829407572398,0.4782608695652174,0.7888888888888889,1.6494949494949493,0.1111111111111111,0.5740740740740741,0.46296296296296297,delta_x_rho
6,0.05,0.631578947368421,0.4,0.99,0.458,200,286,486,342,0.7910241239588013,0.863102369244524,0.8001937625368588,0.9079999999995513,0.8579999999989489,0.06290860670766518,0.07207824528572271,0.5833333333333334,0.7593360995850622,1.3017190278601065,0.2222222222222222,0.5518672199170125,0.3296449976947903,delta_x_rho
7,0.05,0.631578947368421,0.4,0.99,0.458,185,327,512,330,0.801843547077922,0.8781575536460083,0.7905793005492993,0.9080000000005176,0.8580000000006777,0.08757825309670908,0.07631400656808629,0.4166666666666667,0.7354085603112841,1.7649805447470817,0.16666666666666666,0.5252918287937743,0.3586251621271077,delta_x_rho
8,0.05,0.631578947368421,0.4,0.99,0.458,180,295,475,319,0.8254165996029831,0.8892827253482991,0.8111095285571857,0.9080000000003132,0.8579999999983922,0.07817319679111345,0.06386612574531603,0.5,0.7096774193548387,1.4193548387096775,0.16666666666666666,0.4581673306772908,0.29150066401062413,delta_x_rho
9,0.05,0.631578947368421,0.4,0.99,0.458,203,268,471,311,0.8175793154540133,0.8483358397537387,0.7736215189612106,0.9079999999997266,0.8580000000009568,0.07471432079252815,0.03075652429972542,0.43478260869565216,0.7916666666666666,1.8208333333333333,0.34782608695652173,0.5152671755725191,0.16744108861599738,delta_x_rho
10,0.05,0.631578947368421,0.4,0.99,0.458,185,286,471,318,0.815163512191329,0.8692813595122655,0.8231900595917332,0.9079999999992925,0.8579999999981578,0.04609129992053229,0.054117847320936496,0.4,0.7338709677419355,1.8346774193548387,0.0,0.46558704453441296,0.46558704453441296,delta_x_rho
11,0.05,0.631578947368421,0.4,0.99,0.458,194,315,509,333,0.7941472580684608,0.8807492726512265,0.8048142662657272,0.9079999999992758,0.8579999999989252,0.07593500638549933,0.08660201458276573,0.47368421052631576,0.9166666666666666,1.9351851851851851,0.3333333333333333,0.5122950819672131,0.17896174863387976,delta_x_rho
12,0.05,0.631578947368421,0.4,0.99,0.458,194,238,432,308,0.8138022998060406,0.8656346663847664,0.7921496019963238,0.9079999999992828,0.857999999999022,0.0734850643884426,0.05183236657872581,0.41379310344827586,0.7796610169491526,1.884180790960452,0.4166666666666667,0.559322033898305,0.14265536723163835,delta_x_rho
13,0.05,0.631578947368421,0.4,0.99,0.458,197,275,472,318,0.7614924311036356,0.8901400471356056,0.7463880245563872,0.9079999999998561,0.8580000000002193,0.14375202257921837,0.12864761603196995,0.375,0.7937219730941704,2.116591928251121,0.0,0.6367713004484304,0.6367713004484304,delta_x_rho
14,0.05,0.631578947368421,0.4,0.99,0.458,197,279,476,342,0.8108022403249928,0.885650833937636,0.8104377809002761,0.9079999999994776,0.8580000000014663,0.07521305303735992,0.07484859361264318,0.6,0.7607843137254902,1.2679738562091503,0.26666666666666666,0.49411764705882355,0.2274509803921569,delta_x_rho
15,0.05,0.631578947368421,0.4,0.99,0.458,200,265,465,299,0.8100165761521515,0.8716629414394278,0.7804822961186978,0.9080000000000417,0.8579999999998256,0.09118064532073,0.061646365287276295,0.42857142857142855,0.7142857142857143,1.6666666666666667,0.4,0.5387755102040817,0.13877551020408163,delta_x_rho
16,0.05,0.631578947368421,0.4,0.99,0.458,191,287,478,303,0.8062295894284719,0.9049735888816884,0.7670756016530265,0.9079999999993597,0.8579999999982125,0.13789798722866198,0.09874399945321655,0.3469387755102041,0.7203065134099617,2.076177597475772,0.09090909090909091,0.5593869731800766,0.46847788227098563,delta_x_rho
17,0.05,0.631578947368421,0.4,0.99,0.458,216,264,480,339,0.8250021291091807,0.8711457968549369,0.7968142074216626,0.9079999999996365,0.8579999999985733,0.07433158943327423,0.04614366774575618,0.4166666666666667,0.7692307692307693,1.8461538461538463,0.08333333333333333,0.549618320610687,0.46628498727735374,delta_x_rho
18,0.05,0.631578947368421,0.4,0.99,0.458,209,259,468,339,0.7896661067052129,0.8753489730528379,0.7902453811544721,0.9080000000007684,0.8580000000002478,0.0851035918983658,0.08568286634762501,0.640625,0.7965367965367965,1.2433745116671946,0.19047619047619047,0.5800865800865801,0.38961038961038963,delta_x_rho
19,0.05,0.631578947368421,0.4,0.99,0.458,191,284,475,323,0.7702451848275121,0.8505522324737871,0.8229722038688236,0.9080000000004745,0.8579999999999328,0.027580028604963447,0.08030704764627494,0.5365853658536586,0.7783018867924528,1.4504716981132075,0.18181818181818182,0.5424528301886793,0.36063464837049747,delta_x_rho
0,0.05,0.631578947368421,0.8,0.99,0.458,190,297,487,334,0.8619701995472017,0.901646639964397,0.7948000251738571,0.9079999999999299,0.8579999999993013,0.10684661479053992,0.03967644041719531,0.42857142857142855,0.7447552447552448,1.737762237762238,0.0,0.5034965034965035,0.5034965034965035,delta_x_rho
1,0.05,0.631578947368421,0.8,0.99,0.458,197,223,420,297,0.8236926600089713,0.897955946337926,0.7029623958421946,0.9080000000013018,0.8579999999985769,0.19499355049573142,0.07426328632895463,0.5384615384615384,0.7947598253275109,1.4759825327510918,0.15384615384615385,0.6419213973799127,0.48807524353375886,delta_x_rho
2,0.05,0.631578947368421,0.8,0.99,0.458,209,260,469,322,0.8484418066462116,0.8747390755328013,0.7447369350906329,0.9079999999991359,0.8579999999985924,0.1300021404421684,0.026297268886589675,0.5094339622641509,0.7343173431734318,1.4414377477108105,0.14285714285714285,0.5350553505535055,0.39219820769636266,delta_x_rho
3,0.05,0.631578947368421,0.8,0.99,0.458,189,240,429,280,0.8438855301405103,0.8927206311547948,0.7540908056440601,0.907999999999561,0.8579999999997043,0.13862982551073477,0.048835101014284565,0.3684210526315789,0.74,2.0085714285714285,0.14285714285714285,0.552,0.4091428571428572,delta_x_rho
4,0.05,0.631578947368421,0.8,0.99,0.458,198,258,456,317,0.8353215193460685,0.8905152462544156,0.7565521485924488,0.9080000000001648,0.8579999999993988,0.1339630976619668,0.05519372690834712,0.5,0.7431906614785992,1.4863813229571985,0.0,0.556420233463035,0.556420233463035,delta_x_rho
5,0.05,0.631578947368421,0.8,0.99,0.458,203,250,453,318,0.8535146514277576,0.8945054266574347,0.751528120713306,0.90799999999946,0.8579999999998321,0.14297730594412872,0.04099077522967709,0.5,0.7762711864406779,1.5525423728813559,0.125,0.5491525423728814,0.42415254237288136,delta_x_rho
6,0.05,0.631578947368421,0.8,0.99,0.458,200,280,480,342,0.8238907341168454,0.863102369244524,0.7716835552023315,0.9079999999995513,0.8579999999997596,0.09141881404219254,0.03921163512767856,0.6129032258064516,0.788235294117647,1.2860681114551082,0.0,0.5568627450980392,0.5568627450980392,delta_x_rho
7,0.05,0.631578947368421,0.8,0.99,0.458,185,302,487,309,0.8434665403043226,0.8781575536460083,0.7941374443600043,0.9080000000005176,0.8579999999990917,0.08402010928600401,0.034691013341685784,0.5,0.7220216606498195,1.444043321299639,0.2857142857142857,0.516245487364621,0.23053120165033525,delta_x_rho
8,0.05,0.631578947368421,0.8,0.99,0.458,180,272,452,308,0.8483738659414637,0.8892827253482991,0.7572102975139248,0.9080000000003132,0.8580000000008092,0.13207242783437434,0.04090885940683542,0.5,0.7335907335907336,1.4671814671814671,0.0,0.5019305019305019,0.5019305019305019,delta_x_rho
9,0.05,0.631578947368421,0.8,0.99,0.458,203,244,447,306,0.8351612649376637,0.8483358397537387,0.7412089883608799,0.9079999999997266,0.857999999999247,0.10712685139285882,0.01317457481607498,0.6,0.7916666666666666,1.3194444444444444,0.5,0.52734375,0.02734375,delta_x_rho
10,0.05,0.631578947368421,0.8,0.99,0.458,185,257,442,306,0.8426688894181155,0.8692813595122655,0.8170117445471745,0.9079999999992925,0.8579999999988026,0.05226961496509097,0.02661247009415002,0.5454545454545454,0.7379032258064516,1.3528225806451615,0.0,0.5161290322580645,0.5161290322580645,delta_x_rho
11,0.05,0.631578947368421,0.8,0.99,0.458,194,282,476,319,0.8260180665841043,0.8807492726512265,0.7499152556317982,0.9079999999992758,0.8579999999998289,0.13083401701942832,0.05473120606712223,0.46153846153846156,0.7626459143968871,1.6523994811932554,0.18181818181818182,0.5408560311284046,0.3590378493102228,delta_x_rho
12,0.05,0.631578947368421,0.8,0.99,0.458,194,222,416,307,0.8336552734746698,0.8656346663847664,0.7630711976084438,0.9079999999992828,0.8579999999993102,0.10256346877632261,0.03197939291009655,0.5714285714285714,0.8024691358024691,1.404320987654321,0.4,0.5679012345679012,0.16790123456790118,delta_x_rho
13,0.05,0.631578947368421,0.8,0.99,0.458,197,247,444,312,0.8167821609868775,0.8901400471356056,0.7234281700035124,0.9079999999998561,0.8580000000009181,0.16671187713209312,0.07335788614872807,0.3,0.782051282051282,2.606837606837607,0.0,0.6196581196581197,0.6196581196581197,delta_x_rho
14,0.05,0.631578947368421,0.8,0.99,0.458,197,247,444,322,0.8338102276888028,0.885650833937636,0.7485903906235557,0.9079999999994776,0.8580000000015485,0.1370604433140803,0.05184060624883324,0.38461538461538464,0.8,2.08,0.0,0.5542168674698795,0.5542168674698795,delta_x_rho
15,0.05,0.631578947368421,0.8,0.99,0.458,200,256,456,303,0.8433727870914035,0.8716629414394278,0.7346615657955067,0.9080000000000417,0.8579999999994331,0.13700137564392112,0.028290154348024288,0.5185185185185185,1.0,1.9285714285714286,0.6666666666666666,0.5325670498084292,-0.13409961685823746,delta_x_rho
16,0.05,0.631578947368421,0.8,0.99,0.458,191,263,454,296,0.8376008850560157,0.9049735888816884,0.718743113393335,0.9079999999993597,0.8579999999983409,0.18623047548835348,0.06737270382567273,0.45454545454545453,0.7256317689530686,1.596389891696751,0.09090909090909091,0.5523465703971119,0.46143747948802094,delta_x_rho
17,0.05,0.631578947368421,0.8,0.99,0.458,216,227,443,322,0.8547527458221166,0.8711457968549369,0.7513843761835469,0.9079999999996365,0.8580000000009391,0.11976142067138995,0.016393051032820294,0.55,0.7819548872180451,1.4217361585782637,0.2857142857142857,0.5827067669172933,0.2969924812030076,delta_x_rho
18,0.05,0.631578947368421,0.8,0.99,0.458,209,242,451,326,0.8222301118918907,0.8753489730528379,0.7436755210000189,0.9080000000007684,0.858000000001273,0.131673452052819,0.05311886116094722,0.5862068965517241,0.7975708502024291,1.3605620385806145,0.3333333333333333,0.5991902834008097,0.2658569500674764,delta_x_rho
19,0.05,0.631578947368421,0.8,0.99,0.458,191,246,437,311,0.8146064073226545,0.8505522324737871,0.7593239898624454,0.9080000000004745,0.8579999999995079,0.09122824261134166,0.03594582515113254,0.375,0.7692307692307693,2.0512820512820515,0.25,0.5213675213675214,0.2713675213675214,delta_x_rho
0,0.1,0.631578947368421,0.0,0.99,0.458,190,319,509,339,0.7569078169708728,0.901646639964397,0.779473448956696,0.9079999999999299,0.8080000000013627,0.12217319100770097,0.14473882299352414,0.48,0.7488789237668162,1.5601644245142006,0.0,0.5605381165919282,0.5605381165919282,delta_x_rho
1,0.1,0.631578947368421,0.0,0.99,0.458,197,276,473,317,0.7523811266647433,0.897955946337926,0.7402470675814338,0.9080000000013018,0.8080000000026462,0.1577088787564922,0.14557481967318264,0.4642857142857143,0.7713004484304933,1.6612625043118316,0.14285714285714285,0.6233183856502242,0.4804612427930814,delta_x_rho
2,0.1,0.631578947368421,0.0,0.99,0.458,209,283,492,329,0.7672111104144459,0.8747390755328013,0.7578291353747322,0.9079999999991359,0.8080000000024605,0.1169099401580691,0.10752796511835538,0.4444444444444444,0.7456896551724138,1.6778017241379313,0.034482758620689655,0.5689655172413793,0.5344827586206897,delta_x_rho
3,0.1,0.631578947368421,0.0,0.99,0.458,189,285,474,311,0.7512182120280033,0.8927206311547948,0.7249739124763582,0.907999999999561,0.8079999999991042,0.1677467186784366,0.1415024191267915,0.4,0.7657657657657657,1.9144144144144142,0.0,0.6126126126126126,0.6126126126126126,delta_x_rho
4,0.1,0.631578947368421,0.0,0.99,0.458,198,299,497,343,0.7191914372834948,0.8905152462544156,0.7638104564325738,0.9080000000001648,0.8079999999998747,0.12670478982184175,0.1713238089709208,0.48484848484848486,0.8137254901960784,1.6783088235294117,0.18181818181818182,0.5833333333333334,0.40151515151515155,delta_x_rho
5,0.1,0.631578947368421,0.0,0.99,0.458,203,296,499,341,0.7538461856633805,0.8945054266574347,0.7058002070262696,0.90799999999946,0.8079999999982994,0.18870521963116516,0.14065924099405425,0.5,0.825,1.65,0.08571428571428572,0.6416666666666667,0.555952380952381,delta_x_rho
6,0.1,0.631578947368421,0.0,0.99,0.458,200,297,497,350,0.7294509323985148,0.863102369244524,0.7446285282733882,0.9079999999995513,0.8079999999995776,0.11847384097113578,0.13365143684600922,0.5172413793103449,0.8009259259259259,1.5484567901234567,0.10344827586206896,0.5787037037037037,0.47525542784163477,delta_x_rho
7,0.1,0.631578947368421,0.0,0.99,0.458,185,340,525,343,0.7278342299262802,0.8781575536460083,0.7157325591180678,0.9080000000005176,0.807999999998231,0.16242499452794057,0.15032332371972812,0.4925373134328358,0.7743362831858407,1.5721373022257978,0.12903225806451613,0.5663716814159292,0.43733942335141307,delta_x_rho
8,0.1,0.631578947368421,0.0,0.99,0.458,180,311,491,323,0.7533035544215195,0.8892827253482991,0.7694718278971424,0.9080000000003132,0.8079999999992461,0.1198108974511567,0.13597917092677958,0.5185185185185185,0.7327586206896551,1.4131773399014778,0.037037037037037035,0.5043103448275862,0.46727330779054915,delta_x_rho
9,0.1,0.631578947368421,0.0,0.99,0.458,203,298,501,324,0.7626998069975751,0.8483358397537387,0.7601588900288976,0.9079999999997266,0.8079999999969502,0.08817694972484114,0.0856360327561636,0.4482758620689655,0.6954732510288066,1.5514403292181072,0.2413793103448276,0.5390946502057613,0.2977153398609337,delta_x_rho
10,0.1,0.631578947368421,0.0,0.99,0.458,185,312,497,331,0.7455713663423842,0.8692813595122655,0.7768355957767723,0.9079999999992925,0.8079999999977274,0.09244576373549318,0.1237099931698813,0.4411764705882353,0.7410071942446043,1.6796163069544363,0.10526315789473684,0.4766355140186916,0.37137235612395475,delta_x_rho
11,0.1,0.631578947368421,0.0,0.99,0.458,194,332,526,337,0.7281100214288699,0.8807492726512265,0.7554803537189136,0.9079999999992758,0.8080000000005461,0.12526891893231284,0.15263925122235655,0.45614035087719296,0.7746478873239436,1.6982665222101843,0.1875,0.5774647887323944,0.3899647887323944,delta_x_rho
12,0.1,0.631578947368421,0.0,0.99,0.458,194,284,478,327,0.7557843746596015,0.8656346663847664,0.741011559370155,0.9079999999992828,0.8079999999977773,0.12462310701461143,0.10985029172516492,0.43478260869565216,0.7699115044247787,1.7707964601769912,0.17391304347826086,0.5796460176991151,0.4057329742208542,delta_x_rho
13,0.1,0.631578947368421,0.0,0.99,0.458,197,284,481,316,0.6958747326845487,0.8901400471356056,0.7109012645309852,0.9079999999998561,0.8080000000022713,0.17923878260462034,0.19426531445105688,0.375,0.8457446808510638,2.25531914893617,0.0,0.7287234042553191,0.7287234042553191,delta_x_rho
14,0.1,0.631578947368421,0.0,0.99,0.458,197,295,492,343,0.74373210441616,0.885650833937636,0.7736805456645935,0.9079999999994776,0.8080000000019958,0.11197028827304245,0.141918729521476,0.5277777777777778,0.8,1.5157894736842106,0.1388888888888889,0.5702127659574469,0.43132387706855796,delta_x_rho
15,0.1,0.631578947368421,0.0,0.99,0.458,200,283,483,307,0.750002648916805,0.8716629414394278,0.755852370968959,0.9080000000000417,0.808000000000028,0.11581057047046883,0.12166029252262278,0.4375,0.7488372093023256,1.7116279069767442,0.25,0.5906976744186047,0.34069767441860466,delta_x_rho
16,0.1,0.631578947368421,0.0,0.99,0.458,191,326,517,335,0.7484254110251451,0.9049735888816884,0.7552057147340979,0.9079999999993597,0.8079999999989859,0.14976787414759052,0.1565481778565433,0.4880952380952381,0.7822222222222223,1.6026016260162603,0.06451612903225806,0.6,0.5354838709677419,delta_x_rho
17,0.1,0.631578947368421,0.0,0.99,0.458,216,287,503,346,0.7628047639704688,0.8711457968549369,0.7594214407260352,0.9079999999996365,0.8079999999989255,0.11172435612890164,0.10834103288446806,0.4857142857142857,0.7800829875518672,1.606053209665609,0.05714285714285714,0.5892116182572614,0.5320687611144043,delta_x_rho
18,0.1,0.631578947368421,0.0,0.99,0.458,209,287,496,353,0.7241497149789765,0.8753489730528379,0.7569759338789402,0.9080000000007684,0.8079999999983865,0.11837303917389763,0.15119925807386136,0.5576923076923077,0.8181818181818182,1.4670846394984327,0.17142857142857143,0.645933014354067,0.4745044429254956,delta_x_rho
19,0.1,0.631578947368421,0.0,0.99,0.458,191,306,497,331,0.7009583272832873,0.8505522324737871,0.7712249611247596,0.9080000000004745,0.8080000000014805,0.0793272713490275,0.14959390519049975,0.46875,0.7914438502673797,1.6884135472370767,0.09375,0.5935828877005348,0.4998328877005348,delta_x_rho
0,0.1,0.631578947368421,0.4,0.99,0.458,190,315,505,335,0.7996914908882192,0.901646639964397,0.7707688164804093,0.9079999999999299,0.8079999999982124,0.1308778234839877,0.10195514907617775,0.5,0.7254098360655737,1.4508196721311475,0.0,0.5327868852459017,0.5327868852459017,delta_x_rho
1,0.1,0.631578947368421,0.4,0.99,0.458,197,250,447,312,0.7842613515002306,0.897955946337926,0.7320804755372657,0.9080000000013018,0.8079999999995289,0.16587547080066023,0.1136945948376954,0.5,0.7739130434782608,1.5478260869565217,0.2,0.6260869565217392,0.42608695652173917,delta_x_rho
2,0.1,0.631578947368421,0.4,0.99,0.458,209,278,487,328,0.8002980045279839,0.8747390755328013,0.728678011736049,0.9079999999991359,0.8080000000014067,0.14606106379675232,0.07444107100481734,0.5857142857142857,0.734375,1.253810975609756,0.1111111111111111,0.54296875,0.4318576388888889,delta_x_rho
3,0.1,0.631578947368421,0.4,0.99,0.458,189,266,455,302,0.801528038056797,0.8927206311547948,0.7311952151220982,0.907999999999561,0.8080000000000132,0.16152541603269666,0.09119259309799788,0.4262295081967213,0.7656903765690377,1.7964274219504348,0.058823529411764705,0.5690376569037657,0.510214127492001,delta_x_rho
4,0.1,0.631578947368421,0.4,0.99,0.458,198,283,481,333,0.7512701469756684,0.8905152462544156,0.7127342998973067,0.9080000000001648,0.8079999999992261,0.17778094635710884,0.13924509927874718,0.42857142857142855,0.8073394495412844,1.8837920489296638,0.07142857142857142,0.6192660550458715,0.5478374836173001,delta_x_rho
5,0.1,0.631578947368421,0.4,0.99,0.458,203,276,479,331,0.7973380446580699,0.8945054266574347,0.6840733959720741,0.90799999999946,0.8080000000018596,0.21043203068536065,0.09716738199936481,0.42857142857142855,0.8122605363984674,1.8952745849297574,0.07142857142857142,0.6015325670498084,0.530103995621237,delta_x_rho
6,0.1,0.631578947368421,0.4,0.99,0.458,200,291,491,346,0.7611686618118947,0.863102369244524,0.7329964162527263,0.9079999999995513,0.8080000000004145,0.13010595299179772,0.1019337074326293,0.5555555555555556,0.7828054298642534,1.409049773755656,0.1111111111111111,0.583710407239819,0.47259929612870794,delta_x_rho
7,0.1,0.631578947368421,0.4,0.99,0.458,185,338,523,335,0.777205695778914,0.8781575536460083,0.7403257679762976,0.9080000000005176,0.808000000002284,0.13783178566971077,0.10095185786709437,0.4375,0.7327935222672065,1.6749566223250434,0.0625,0.5344129554655871,0.4719129554655871,delta_x_rho
8,0.1,0.631578947368421,0.4,0.99,0.458,180,305,485,319,0.7889819587628867,0.8892827253482991,0.7601836188601482,0.9080000000003132,0.8080000000024266,0.12909910648815093,0.10030076658541243,0.5609756097560976,0.7016129032258065,1.2507012622720897,0.05263157894736842,0.5,0.4473684210526316,delta_x_rho
9,0.1,0.631578947368421,0.4,0.99,0.458,203,277,480,314,0.7826658576051779,0.8483358397537387,0.7241258858136115,0.9079999999997266,0.8080000000007449,0.12420995394012724,0.06566998214856079,0.5,0.7184873949579832,1.4369747899159664,0.3076923076923077,0.5630252100840336,0.2553329023917259,delta_x_rho
10,0.1,0.631578947368421,0.4,0.99,0.458,185,287,472,320,0.7776534264889808,0.8692813595122655,0.7808556843043513,0.9079999999992925,0.8079999999983972,0.08842567520791422,0.09162793302328465,0.4,0.7295081967213115,1.8237704918032787,0.1,0.5043859649122807,0.40438596491228074,delta_x_rho
11,0.1,0.631578947368421,0.4,0.99,0.458,194,311,505,326,0.7648576348318061,0.8807492726512265,0.750289631056919,0.9079999999992758,0.807999999998239,0.13045964159430745,0.11589163781942036,0.4166666666666667,0.7619047619047619,1.8285714285714283,0.16666666666666666,0.5454545454545454,0.3787878787878788,delta_x_rho
12,0.1,0.631578947368421,0.4,0.99,0.458,194,256,450,313,0.7805468881060226,0.8656346663847664,0.7273344366116461,0.9079999999992828,0.8080000000023605,0.1383002297731203,0.08508777827874381,0.4375,0.7929515418502202,1.8124606670862176,0.125,0.5991189427312775,0.4741189427312775,delta_x_rho
13,0.1,0.631578947368421,0.4,0.99,0.458,197,277,474,320,0.7374637545649364,0.8901400471356056,0.7074859606899319,0.9079999999998561,0.8079999999982042,0.1826540864456737,0.15267629257066917,0.34782608695652173,0.7894736842105263,2.2697368421052633,0.0,0.6650717703349283,0.6650717703349283,delta_x_rho
14,0.1,0.631578947368421,0.4,0.99,0.458,197,282,479,342,0.7692055077291172,0.885650833937636,0.7512793931315923,0.9079999999994776,0.8080000000002175,0.13437144080604368,0.11644532620851877,0.4444444444444444,0.7815126050420168,1.758403361344538,0.037037037037037035,0.5462184873949579,0.5091814503579208,delta_x_rho
15,0.1,0.631578947368421,0.4,0.99,0.458,200,270,470,304,0.7709450616015316,0.8716629414394278,0.7018612521150592,0.9080000000000417,0.8079999999985971,0.16980168932436857,0.10071787983789615,0.3333333333333333,0.7903930131004366,2.37117903930131,0.08,0.6069868995633187,0.5269868995633188,delta_x_rho
16,0.1,0.631578947368421,0.4,0.99,0.458,191,300,491,316,0.7681012594637704,0.9049735888816884,0.7001824988301357,0.9079999999993597,0.8079999999997716,0.20479109005155272,0.13687232941791805,0.4838709677419355,0.7591836734693878,1.5689795918367346,0.06451612903225806,0.6040816326530613,0.5395655036208031,delta_x_rho
17,0.1,0.631578947368421,0.4,0.99,0.458,216,267,483,342,0.7973133626197576,0.8711457968549369,0.7372633286732598,0.9079999999996365,0.8079999999999796,0.13388246818167704,0.07383243423517927,0.42105263157894735,0.7813765182186235,1.855769230769231,0.0,0.5789473684210527,0.5789473684210527,delta_x_rho
18,0.1,0.631578947368421,0.4,0.99,0.458,209,274,483,349,0.7662532237317516,0.8753489730528379,0.7235760011608641,0.9080000000007684,0.8079999999986167,0.1517729718919738,0.10909574932108623,0.5,0.8026315789473685,1.605263157894737,0.047619047619047616,0.6140350877192983,0.5664160401002507,delta_x_rho
19,0.1,0.631578947368421,0.4,0.99,0.458,191,288,479,328,0.7359422613932244,0.8505522324737871,0.7665112326146528,0.9080000000004745,0.8080000000015494,0.08404099985913427,0.1146099710805627,0.4782608695652174,0.7722772277227723,1.6147614761476148,0.13043478260869565,0.5742574257425742,0.44382264313387854,delta_x_rho
0,0.1,0.631578947368421,0.8,0.99,0.458,190,293,483,331,0.8358551021316363,0.901646639964397,0.7670361927563549,0.9079999999999299,0.8080000000007695,0.13461044720804205,0.0657915378327607,0.4166666666666667,0.75,1.7999999999999998,0.0,0.5223880597014925,0.5223880597014925,delta_x_rho
1,0.1,0.631578947368421,0.8,0.99,0.458,197,233,430,302,0.7917915203763572,0.897955946337926,0.6429531168456883,0.9080000000013018,0.8080000000024979,0.2550028294922376,0.10616442596156872,0.5142857142857142,0.8190045248868778,1.5925087983911514,0.07142857142857142,0.6606334841628959,0.5892049127343245,delta_x_rho
2,0.1,0.631578947368421,0.8,0.99,0.458,209,266,475,321,0.81056494447127,0.8747390755328013,0.6763644486619589,0.9079999999991359,0.8079999999983679,0.1983746268708424,0.06417413106153125,0.4827586206896552,0.7549407114624506,1.5638057594579333,0.07692307692307693,0.5810276679841897,0.5041045910611128,delta_x_rho
3,0.1,0.631578947368421,0.8,0.99,0.458,189,243,432,285,0.81165258150919,0.8927206311547948,0.693460654009626,0.907999999999561,0.8079999999978418,0.19925997714516885,0.08106804964560488,0.4,0.7702127659574468,1.925531914893617,0.058823529411764705,0.5957446808510638,0.5369211514392991,delta_x_rho
4,0.1,0.631578947368421,0.8,0.99,0.458,198,273,471,328,0.7917970682062148,0.8905152462544156,0.6763353713446135,0.9080000000001648,0.8079999999989869,0.21417987490980206,0.09871817804820082,0.3888888888888889,0.7851239669421488,2.0188902007083827,0.05555555555555555,0.6033057851239669,0.5477502295684114,delta_x_rho
5,0.1,0.631578947368421,0.8,0.99,0.458,203,252,455,318,0.8288065113493973,0.8945054266574347,0.6955159638226,0.90799999999946,0.8079999999996686,0.19898946283483476,0.0656989153080374,0.4642857142857143,0.782608695652174,1.68561872909699,0.047619047619047616,0.5797101449275363,0.5320910973084887,delta_x_rho
6,0.1,0.631578947368421,0.8,0.99,0.458,200,277,477,341,0.7995753647370898,0.863102369244524,0.7201263537906137,0.9079999999995513,0.8080000000002344,0.14297601545391025,0.0635270045074342,0.5555555555555556,0.8065843621399177,1.4518518518518517,0.0,0.5761316872427984,0.5761316872427984,delta_x_rho
7,0.1,0.631578947368421,0.8,0.99,0.458,185,310,495,314,0.8150734949911057,0.8781575536460083,0.7317606199857438,0.9080000000005176,0.8080000000010711,0.14639693366026452,0.06308405865490263,0.43103448275862066,0.7360594795539034,1.707657992565056,0.1875,0.5353159851301115,0.34781598513011147,delta_x_rho
8,0.1,0.631578947368421,0.8,0.99,0.458,180,282,462,313,0.8118592799605457,0.8892827253482991,0.7267315002221455,0.9080000000003132,0.807999999999027,0.1625512251261536,0.07742344538775336,0.5161290322580645,0.8,1.55,0.0,0.5473251028806584,0.5473251028806584,delta_x_rho
9,0.1,0.631578947368421,0.8,0.99,0.458,203,256,459,313,0.7975056779255911,0.8483358397537387,0.6964139872764786,0.9079999999997266,0.8080000000018129,0.1519218524772601,0.05083016182814759,0.45161290322580644,0.7272727272727273,1.6103896103896105,0.36,0.5591836734693878,0.1991836734693878,delta_x_rho
10,0.1,0.631578947368421,0.8,0.99,0.458,185,267,452,311,0.8214651924834488,0.8692813595122655,0.7744869604238941,0.9079999999992925,0.8079999999976912,0.0947943990883714,0.047816167028816636,0.5,0.7325102880658436,1.4650205761316872,0.125,0.5349794238683128,0.40997942386831276,delta_x_rho
