rep,delta_target,w_B,rho,c_A,c_B,n_A,n_B,n_pos_mix,n_s_mix,auc_mix,auc_A,auc_B,bayes_A,bayes_B,delta_realized,gain,cx_min,cx_max,cx_ratio,comp_q1,comp_q5,comp_gap
2,0.20399999999999996,0.631578947368421,0.8,0.99,0.458,209,282,491,334,0.7630619391597574,0.8747390755328013,0.603508252291389,0.9079999999991359,0.7040000000032833,0.27123082324141223,0.11167713637304388,0.4523809523809524,0.8008658008658008,1.770334928229665,0.038461538461538464,0.6363636363636364,0.5979020979020979
3,0.20399999999999996,0.631578947368421,0.8,0.99,0.458,189,259,448,297,0.7490887380593263,0.8927206311547948,0.5673034309397946,0.907999999999561,0.7039999999977746,0.3254172002150002,0.14363189309546853,0.48936170212765956,0.7767441860465116,1.5872598584428717,0.0,0.6325581395348837,0.6325581395348837
4,0.20399999999999996,0.631578947368421,0.8,0.99,0.458,198,290,488,343,0.7200697709628309,0.8905152462544156,0.5882899956635562,0.9080000000001648,0.7040000000006247,0.30222525059085936,0.1704454752915847,0.42857142857142855,0.8443396226415094,1.970125786163522,0.02857142857142857,0.6698113207547169,0.6412398921832884
5,0.20399999999999996,0.631578947368421,0.8,0.99,0.458,203,275,478,327,0.7657427045222032,0.8945054266574347,0.5831418720040367,0.90799999999946,0.7039999999975276,0.31136355465339804,0.12876272213523154,0.4117647058823529,0.8192771084337349,1.9896729776247848,0.029411764705882353,0.6465863453815262,0.6171745806756438
6,0.20399999999999996,0.631578947368421,0.8,0.99,0.458,200,271,471,335,0.7414939318737,0.863102369244524,0.6161169090915286,0.9079999999995513,0.7039999999996771,0.24698546015299538,0.12160843737082394,0.43478260869565216,0.8421052631578947,1.936842105263158,0.0,0.6411483253588517,0.6411483253588517
7,0.20399999999999996,0.631578947368421,0.8,0.99,0.458,185,317,502,327,0.7264008565222314,0.8781575536460083,0.5885884768763765,0.9080000000005176,0.704000000000864,0.28956907676963184,0.15175669712377693,0.48717948717948717,0.782608695652174,1.6064073226544624,0.05128205128205128,0.6086956521739131,0.5574136008918618
8,0.20399999999999996,0.631578947368421,0.8,0.99,0.458,180,292,472,314,0.7548852805451332,0.8892827253482991,0.6264217517642174,0.9080000000003132,0.7040000000014639,0.26286097358408167,0.13439744480316596,0.42105263157894735,0.7727272727272727,1.8352272727272727,0.0,0.5863636363636363,0.5863636363636363
9,0.20399999999999996,0.631578947368421,0.8,0.99,0.458,203,279,482,325,0.7399263512007727,0.8483358397537387,0.5912018628691772,0.9079999999997266,0.7039999999977434,0.2571339768845615,0.10840948855296606,0.4117647058823529,0.7592592592592593,1.8439153439153442,0.14705882352941177,0.6342592592592593,0.4872004357298475
10,0.20399999999999996,0.631578947368421,0.8,0.99,0.458,185,284,469,315,0.7507432350442906,0.8692813595122655,0.6250564230716393,0.9079999999992925,0.704000000001298,0.24422493644062615,0.11853812446797485,0.4722222222222222,0.7616822429906542,1.612974161627268,0.03225806451612903,0.5841121495327103,0.5518540850165813
11,0.20399999999999996,0.631578947368421,0.8,0.99,0.458,194,288,482,318,0.7447771964640086,0.8807492726512265,0.5858102605863192,0.9079999999992758,0.7039999999977746,0.29493901206490725,0.13597207618721785,0.4230769230769231,0.8099547511312217,1.914438502673797,0.0,0.6334841628959276,0.6334841628959276
12,0.20399999999999996,0.631578947368421,0.8,0.99,0.458,194,258,452,314,0.740604311094269,0.8656346663847664,0.6105673963236106,0.9079999999992828,0.7039999999996346,0.2550672700611558,0.12503035529049733,0.3939393939393939,0.8177570093457944,2.0758447160316322,0.12121212121212122,0.6355140186915887,0.5143018974794675
13,0.20399999999999996,0.631578947368421,0.8,0.99,0.458,197,254,451,312,0.7392847493429617,0.8901400471356056,0.5349587542968032,0.9079999999998561,0.7040000000006381,0.3551812928388024,0.15085529779264384,0.46153846153846156,0.824390243902439,1.7861788617886176,0.0,0.6926829268292682,0.6926829268292682
14,0.20399999999999996,0.631578947368421,0.8,0.99,0.458,197,276,473,322,0.7384872741051399,0.885650833937636,0.5801209182544312,0.9079999999994776,0.7040000000025332,0.30552991568320476,0.14716355983249607,0.39473684210526316,0.8248847926267281,2.0897081413210445,0.05263157894736842,0.663594470046083,0.6109628910987146
15,0.20399999999999996,0.631578947368421,0.8,0.99,0.458,200,284,484,312,0.7402375239618642,0.8716629414394278,0.5821781595284666,0.9080000000000417,0.7039999999961819,0.28948478191096116,0.13142541747756364,0.4745762711864407,0.8056872037914692,1.6976980365605958,0.047619047619047616,0.6729857819905213,0.6253667343714737
16,0.20399999999999996,0.631578947368421,0.8,0.99,0.458,191,306,497,316,0.7295691675828165,0.9049735888816884,0.5741926678382914,0.9079999999993597,0.7040000000030804,0.33078092104339707,0.1754044212988719,0.36363636363636365,0.7682403433476395,2.1126609442060085,0.0,0.6351931330472103,0.6351931330472103
17,0.20399999999999996,0.631578947368421,0.8,0.99,0.458,216,252,468,334,0.7692503027698558,0.8711457968549369,0.5797955032508808,0.9079999999996365,0.7039999999996016,0.29135029360405607,0.10189549408508103,0.48,0.8240343347639485,1.7167381974248928,0.04,0.6609442060085837,0.6209442060085837
18,0.20399999999999996,0.631578947368421,0.8,0.99,0.458,209,285,494,354,0.7306952602615848,0.8753489730528379,0.5987950825017936,0.9080000000007684,0.7039999999963901,0.2765538905510443,0.14465371279125305,0.5675675675675675,0.8348214285714286,1.4708758503401362,0.02702702702702703,0.6607142857142857,0.6336872586872586
19,0.20399999999999996,0.631578947368421,0.8,0.99,0.458,191,278,469,318,0.7150907050115278,0.8505522324737871,0.6228036561024455,0.9080000000004745,0.7040000000001249,0.2277485763713416,0.13546152746225926,0.4230769230769231,0.8138297872340425,1.9235976789168279,0.1111111111111111,0.6063829787234043,0.4952718676122932
20,0.20399999999999996,0.631578947368421,0.8,0.99,0.458,203,313,516,352,0.7386565863225306,0.8921592407530727,0.5642512469690679,0.9079999999998685,0.7039999999998072,0.3279079937840048,0.15350265443054212,0.42857142857142855,0.8454935622317596,1.9728183118741058,0.023809523809523808,0.648068669527897,0.6242591457183732
21,0.20399999999999996,0.631578947368421,0.8,0.99,0.458,201,274,475,330,0.7673330114276516,0.9070145693713899,0.6338958799450615,0.9079999999989321,0.7040000000003194,0.27311868942632844,0.13968155794373827,0.5,0.8106995884773662,1.6213991769547325,0.05405405405405406,0.6460905349794238,0.5920364809253698
22,0.20399999999999996,0.631578947368421,0.8,0.99,0.458,200,294,494,324,0.770198636858983,0.861665176575771,0.6178540478253831,0.9080000000008167,0.7040000000022852,0.2438111287503879,0.09146653971678798,0.3333333333333333,0.7400881057268722,2.2202643171806167,0.0,0.6035242290748899,0.6035242290748899
23,0.20399999999999996,0.631578947368421,0.8,0.99,0.458,224,265,489,356,0.7562179026887207,0.8846043670518365,0.5715017894992878,0.9080000000010597,0.7039999999961276,0.3131025775525488,0.12838646436311585,0.5161290322580645,0.8319672131147541,1.611936475409836,0.06451612903225806,0.6885245901639344,0.6240084611316763
24,0.20399999999999996,0.631578947368421,0.8,0.99,0.458,202,270,472,320,0.7336718851080346,0.8855494274259641,0.5882240339093131,0.9080000000011439,0.7039999999969038,0.297325393516651,0.1518775423179295,0.3333333333333333,0.8073394495412844,2.4220183486238533,0.05128205128205128,0.6788990825688074,0.627617031286756
25,0.20399999999999996,0.631578947368421,0.8,0.99,0.458,223,272,495,348,0.7394719595543489,0.8855064185918392,0.5512345469365576,0.9079999999989918,0.7039999999971306,0.3342718716552816,0.14603445903749035,0.5151515151515151,0.8240343347639485,1.599596061600606,0.14285714285714285,0.6909871244635193,0.5481299816063765
26,0.20399999999999996,0.631578947368421,0.8,0.99,0.458,206,273,479,323,0.7405729078924641,0.846753382391979,0.6189799110316669,0.9080000000002899,0.7040000000022639,0.227773471360312,0.10618047449951484,0.5217391304347826,0.7813953488372093,1.4976744186046511,0.043478260869565216,0.6372093023255814,0.5937310414560162
27,0.20399999999999996,0.631578947368421,0.8,0.99,0.458,200,283,483,339,0.7655920540972386,0.8726665176575771,0.6427059854129551,0.9080000000002156,0.7040000000026022,0.22996053224462198,0.10707446356033845,0.43478260869565216,0.788135593220339,1.8127118644067797,0.07692307692307693,0.5677966101694916,0.49087353324641464
28,0.20399999999999996,0.631578947368421,0.8,0.99,0.458,203,319,522,336,0.730397246981383,0.8554449594489111,0.6036939681073705,0.9080000000004,0.7039999999974939,0.25175099134154055,0.1250477124675281,0.5,0.7579908675799086,1.5159817351598173,0.03333333333333333,0.593607305936073,0.5602739726027397
29,0.20399999999999996,0.631578947368421,0.8,0.99,0.458,188,272,460,319,0.7538760968529392,0.8970298856229246,0.5620075397364488,0.9079999999987208,0.7040000000031587,0.33502234588647584,0.1431537887699854,0.5,0.8468468468468469,1.6936936936936937,0.034482758620689655,0.6711711711711712,0.6366884125504816
